stream,composition_group,stream_aadtt_dir,bridge,system,span_m,n_girders,load_effect,unit,lane_layout,governing_section,governing_girder,threshold_u,n_exceedances,max_observed_30d,gpd_shape_xi,gpd_scale_sigma,q117,q117_over_max_observed,tail_fraction_pct,ks_statistic,ks_critical,ks_pass,gpd_support_ok
SC,intermediate,8414,C-50,two_span_continuous,50,5,V,kN,3o,central_support,1,370.537,1691,576.146,-0.0436704,29.5006,690.465,1.1984,18.532,0.01068,0.03307,True,True
SP,light,7499,C-50,two_span_continuous,50,5,V,kN,2o,central_support,1,375.288,925,583.276,-1.35118e-10,26.998,755.707,1.2956,14.211,0.02288,0.04472,True,True
SP,light,7499,C-50,two_span_continuous,50,5,V,kN,2s,central_support,1,370.329,936,583.276,-1.33266e-10,25.1563,725.095,1.2431,17.174,0.02323,0.04445,True,True
SP,light,7499,C-50,two_span_continuous,50,5,V,kN,3s,central_support,1,368.404,1056,583.276,-1.78958e-10,25.7673,734.896,1.2599,19.913,0.01994,0.04185,True,True
SP,light,7499,C-50,two_span_continuous,50,5,V,kN,3o,central_support,1,370.537,908,583.276,-3.52062e-10,26.2173,739.469,1.2678,17.161,0.01792,0.04513,True,True
ROSSIGALI,,7019,C-50,two_span_continuous,50,5,V,kN,2o,central_support,1,375.288,54,462.257,-0.0766305,20.0654,526.561,1.1391,3.797,0.07082,0.18507,True,True
ROSSIGALI,,7019,C-50,two_span_continuous,50,5,V,kN,2s,central_support,1,370.329,54,462.257,-0.0022513,18.7309,578.403,1.2513,4.809,0.06079,0.18507,True,True
ROSSIGALI,,7019,C-50,two_span_continuous,50,5,V,kN,3s,central_support,1,368.404,76,462.257,-0.0478635,18.7893,535.565,1.1586,6.632,0.05051,0.156,True,True
ROSSIGALI,,7019,C-50,two_span_continuous,50,5,V,kN,3o,central_support,1,370.537,81,462.257,-1.30746e-10,19.3051,595.543,1.2883,6.548,0.07589,0.15111,True,True
MG,intermediate,6470,S-10,simply_supported,10,2,M+,kN.m,2o,midspan,1,680.994,2321,1062.132,-1.79897e-10,52.7626,1472.993,1.3868,23.583,0.02964,0.02823,False,True
MG,intermediate,6470,S-10,simply_supported,10,2,M+,kN.m,2s,midspan,1,669.165,2074,1062.132,-1.3675e-10,51.6195,1438.198,1.3541,28.43,0.02685,0.02986,True,True
MG,intermediate,6470,S-10,simply_supported,10,2,M+,kN.m,3s,midspan,1,669.165,2304,1222.551,-1.87957e-10,57.4701,1531.405,1.2526,31.428,0.02068,0.02833,True,True
MG,intermediate,6470,S-10,simply_supported,10,2,M+,kN.m,3o,midspan,1,671.805,2452,1075.598,-2.30353e-10,56.7515,1526.796,1.4195,29.71,0.02004,0.02746,True,True
MT,heavy,4232,S-10,simply_supported,10,2,M+,kN.m,2o,midspan,1,680.994,2926,1140.978,-1.96376e-10,52.1785,1476.312,1.2939,23.884,0.01526,0.02514,True,True
MT,heavy,4232,S-10,simply_supported,10,2,M+,kN.m,2s,midspan,1,669.165,2700,1116.626,-1.45742e-10,49.2691,1416.176,1.2683,28.693,0.01949,0.02617,True,True
MT,heavy,4232,S-10,simply_supported,10,2,M+,kN.m,3s,midspan,1,669.165,2913,1098.765,-1.22745e-10,57.3517,1543.08,1.4044,31.353,0.02283,0.0252,True,True
MT,heavy,4232,S-10,simply_supported,10,2,M+,kN.m,3o,midspan,1,671.805,3069,1116.626,-3.03352e-10,56.875,1541.423,1.3804,29.707,0.01662,0.02455,True,True
PB,light,2635,S-10,simply_supported,10,2,M+,kN.m,2o,midspan,1,680.994,200,1033.56,-2.61831e-10,47.0485,1271.885,1.2306,21.739,0.07874,0.09617,True,True
PB,light,2635,S-10,simply_supported,10,2,M+,kN.m,2s,midspan,1,669.165,200,1033.56,-1.66708e-10,46.9659,1259.019,1.2181,27.1,0.05662,0.09617,True,True
PB,light,2635,S-10,simply_supported,10,2,M+,kN.m,3s,midspan,1,669.165,200,1033.56,-1.14437e-10,47.3489,1263.829,1.2228,27.894,0.05448,0.09617,True,True
PB,light,2635,S-10,simply_supported,10,2,M+,kN.m,3o,midspan,1,671.805,200,1033.56,-3.36154e-10,48.2177,1277.38,1.2359,25.974,0.05822,0.09617,True,True
PR,intermediate,7699,S-10,simply_supported,10,2,M+,kN.m,2o,midspan,1,680.994,2840,1160.346,-1.25903e-10,55.734,1528.843,1.3176,23.888,0.02052,0.02552,True,True
PR,intermediate,7699,S-10,simply_supported,10,2,M+,kN.m,2s,midspan,1,669.165,2311,1128.52,-1.28054e-10,54.7465,1490.707,1.3209,27.77,0.02121,0.02829,True,True
PR,intermediate,7699,S-10,simply_supported,10,2,M+,kN.m,3s,midspan,1,669.165,2680,1130.275,-1.83345e-10,62.3598,1614.193,1.4281,31.455,0.01173,0.02627,True,True
PR,intermediate,7699,S-10,simply_supported,10,2,M+,kN.m,3o,midspan,1,671.805,2914,1177.626,-0.00156459,61.3164,1595.104,1.3545,29.741,0.00811,0.02519,True,True
RJ,light,6230,S-10,simply_supported,10,2,M+,kN.m,2o,midspan,1,680.994,851,1110.612,-1.3471e-10,58.2748,1497.266,1.3481,22.202,0.02907,0.04662,True,True
RJ,light,6230,S-10,simply_supported,10,2,M+,kN.m,2s,midspan,1,669.165,808,1110.612,-6.10532e-10,59.3236,1497.051,1.348,27.52,0.02976,0.04784,True,True
RJ,light,6230,S-10,simply_supported,10,2,M+,kN.m,3s,midspan,1,669.165,849,1110.612,-1.21916e-10,64.2163,1568.51,1.4123,29.225,0.02254,0.04668,True,True
RJ,light,6230,S-10,simply_supported,10,2,M+,kN.m,3o,midspan,1,671.805,911,1110.612,-4.07217e-10,61.625,1539.203,1.3859,28.204,0.02992,0.04506,True,True
SC,intermediate,8414,S-10,simply_supported,10,2,M+,kN.m,2o,midspan,1,680.994,2646,1208.718,-1.13555e-10,54.6652,1508.716,1.2482,24.536,0.01535,0.02644,True,True
SC,intermediate,8414,S-10,simply_supported,10,2,M+,kN.m,2s,midspan,1,669.165,2238,1108.761,-1.09317e-10,54.1453,1479.948,1.3348,29.366,0.00966,0.02875,True,True
SC,intermediate,8414,S-10,simply_supported,10,2,M+,kN.m,3s,midspan,1,669.165,2623,1108.761,-0.0209442,63.5786,1493.733,1.3472,33.427,0.01117,0.02655,True,True
SC,intermediate,8414,S-10,simply_supported,10,2,M+,kN.m,3o,midspan,1,671.805,2857,1168.899,-0.00582234,59.8129,1542.9,1.32,31.559,0.01015,0.02544,True,True
SP,light,7499,S-10,simply_supported,10,2,M+,kN.m,2o,midspan,1,680.994,1632,1102.969,-1.23432e-10,53.9034,1471.134,1.3338,22.579,0.02962,0.03367,True,True
SP,light,7499,S-10,simply_supported,10,2,M+,kN.m,2s,midspan,1,669.165,1454,1069.662,-1.15199e-10,52.9909,1439.809,1.346,27.056,0.02828,0.03567,True,True
SP,light,7499,S-10,simply_supported,10,2,M+,kN.m,3s,midspan,1,669.165,1621,1090.724,-1.91549e-10,58.9502,1532.884,1.4054,29.586,0.02347,0.03378,True,True
SP,light,7499,S-10,simply_supported,10,2,M+,kN.m,3o,midspan,1,671.805,1763,1210.134,-1.39106e-10,56.3809,1502.614,1.2417,28.667,0.02357,0.03239,True,True
ROSSIGALI,,7019,S-10,simply_supported,10,2,M+,kN.m,2o,midspan,1,680.994,1059,1025.312,-0.0584367,58.9217,1250.205,1.2193,19.474,0.02423,0.04179,True,True
ROSSIGALI,,7019,S-10,simply_supported,10,2,M+,kN.m,2s,midspan,1,669.165,984,1022.284,-0.00223728,54.8319,1433.017,1.4018,23.665,0.03559,0.04336,True,True
ROSSIGALI,,7019,S-10,simply_supported,10,2,M+,kN.m,3s,midspan,1,669.165,1032,1021.393,-0.0622519,63.141,1264.413,1.2379,25.319,0.02472,0.04233,True,True
ROSSIGALI,,7019,S-10,simply_supported,10,2,M+,kN.m,3o,midspan,1,671.805,1081,1062.39,-0.00668149,58.8864,1472.041,1.3856,23.567,0.02393,0.04136,True,True
MG,intermediate,6470,S-10,simply_supported,10,2,V,kN,2o,first_end_support,1,298.829,2187,496.392,-1.42529e-10,23.1778,645.363,1.3001,13.446,0.02095,0.02908,True,True
MG,intermediate,6470,S-10,simply_supported,10,2,V,kN,2s,first_end_support,1,295.19,1947,493.412,-3.2148e-10,22.665,631.424,1.2797,15.39,0.01945,0.03082,True,True
MG,intermediate,6470,S-10,simply_supported,10,2,V,kN,3s,first_end_support,1,294.741,2220,525.842,-1.16465e-10,25.1111,670.557,1.2752,17.83,0.01743,0.02886,True,True
MG,intermediate,6470,S-10,simply_supported,10,2,V,kN,3o,first_end_support,1,295.782,2306,493.412,-1.74726e-10,24.8742,668.999,1.3559,16.8,0.01232,0.02832,True,True
MT,heavy,4232,S-10,simply_supported,10,2,V,kN,2o,first_end_support,1,298.829,2790,504.625,-1.12939e-10,22.9836,648.057,1.2842,13.673,0.01882,0.02575,True,True
MT,heavy,4232,S-10,simply_supported,10,2,V,kN,2s,first_end_support,1,295.19,2527,494.958,-2.32014e-10,22.0793,628.492,1.2698,15.431,0.02021,0.02705,True,True
MT,heavy,4232,S-10,simply_supported,10,2,V,kN,3s,first_end_support,1,294.741,2789,470.027,-1.12157e-10,24.9625,674.03,1.434,17.645,0.01672,0.02575,True,True
MT,heavy,4232,S-10,simply_supported,10,2,V,kN,3o,first_end_support,1,295.782,2909,494.958,-1.67065e-10,24.6241,670.966,1.3556,16.828,0.02193,0.02522,True,True
PB,light,2635,S-10,simply_supported,10,2,V,kN,2o,first_end_support,1,298.829,200,439.915,-1.45293e-10,20.7118,558.952,1.2706,11.737,0.07895,0.09617,True,True
PB,light,2635,S-10,simply_supported,10,2,V,kN,2s,first_end_support,1,295.19,200,436.881,-1.83981e-10,19.7224,542.887,1.2426,14.225,0.05519,0.09617,True,True
PB,light,2635,S-10,simply_supported,10,2,V,kN,3s,first_end_support,1,294.741,200,436.881,-1.59637e-10,20.3187,549.928,1.2588,14.848,0.04076,0.09617,True,True
PB,light,2635,S-10,simply_supported,10,2,V,kN,3o,first_end_support,1,295.782,200,436.881,-1.70564e-10,20.6418,555.026,1.2704,13.812,0.05191,0.09617,True,True
PR,intermediate,7699,S-10,simply_supported,10,2,V,kN,2o,first_end_support,1,298.829,2697,484.882,-1.48094e-10,24.1552,665.04,1.3715,13.224,0.01957,0.02619,True,True
PR,intermediate,7699,S-10,simply_supported,10,2,V,kN,2s,first_end_support,1,295.19,2183,477.601,-4.31506e-10,24.1669,656.469,1.3745,14.318,0.02429,0.02911,True,True
PR,intermediate,7699,S-10,simply_supported,10,2,V,kN,3s,second_end_support,1,282.036,2819,466.709,-1.02852e-09,25.7679,673.837,1.4438,25.984,0.01737,0.02561,True,True
PR,intermediate,7699,S-10,simply_supported,10,2,V,kN,3o,first_end_support,1,295.782,2803,534.466,-1.58608e-10,26.3306,695.99,1.3022,16.532,0.01351,0.02569,True,True
RJ,light,6230,S-10,simply_supported,10,2,V,kN,2o,first_end_support,1,298.829,820,488.238,-5.70504e-10,24.7886,645.13,1.3213,12.747,0.02437,0.04749,True,True
RJ,light,6230,S-10,simply_supported,10,2,V,kN,2s,first_end_support,1,295.19,754,488.238,-2.35767e-10,25.5766,650.353,1.332,14.813,0.02363,0.04953,True,True
RJ,light,6230,S-10,simply_supported,10,2,V,kN,3s,first_end_support,1,294.741,807,488.238,-0.0293618,28.3391,619.196,1.2682,16.273,0.01929,0.04787,True,True
RJ,light,6230,S-10,simply_supported,10,2,V,kN,3o,first_end_support,1,295.782,857,507.839,-0.00255266,26.6186,662.231,1.304,15.716,0.01266,0.04646,True,True
SC,intermediate,8414,S-10,simply_supported,10,2,V,kN,2o,first_end_support,1,298.829,2467,511.708,-1.37619e-10,24.2058,663.65,1.2969,13.432,0.01676,0.02738,True,True
SC,intermediate,8414,S-10,simply_supported,10,2,V,kN,2s,first_end_support,1,295.19,2071,493.412,-2.25461e-10,24.2574,656.545,1.3306,14.926,0.0184,0.02988,True,True
SC,intermediate,8414,S-10,simply_supported,10,2,V,kN,3s,first_end_support,1,294.741,2520,493.412,-0.0177585,27.5504,659.493,1.3366,18.179,0.01007,0.02709,True,True
SC,intermediate,8414,S-10,simply_supported,10,2,V,kN,3o,first_end_support,1,295.782,2638,496.438,-0.024052,26.9898,638.248,1.2857,17.018,0.01755,0.02648,True,True
SP,light,7499,S-10,simply_supported,10,2,V,kN,2o,first_end_support,1,298.829,1536,482.101,-1.15724e-10,23.3943,640.335,1.3282,12.755,0.04182,0.0347,False,True
SP,light,7499,S-10,simply_supported,10,2,V,kN,2s,first_end_support,1,295.19,1356,466.112,-1.37713e-10,23.347,633.095,1.3582,14.617,0.03597,0.03693,True,True
SP,light,7499,S-10,simply_supported,10,2,V,kN,3s,first_end_support,1,294.741,1544,468.331,-1.00521e-10,25.9468,673.643,1.4384,16.712,0.02597,0.03461,True,True
SP,light,7499,S-10,simply_supported,10,2,V,kN,3o,first_end_support,1,295.782,1636,541.635,-1.51879e-10,24.7216,658.224,1.2153,15.95,0.01802,0.03362,True,True
ROSSIGALI,,7019,S-10,simply_supported,10,2,V,kN,2o,first_end_support,1,298.829,1289,461.351,-0.0012372,22.9508,626.901,1.3588,10.855,0.0176,0.03788,True,True
ROSSIGALI,,7019,S-10,simply_supported,10,2,V,kN,2s,first_end_support,1,295.19,1190,461.351,-1.24021e-10,22.3316,615.482,1.3341,12.497,0.0246,0.03942,True,True
ROSSIGALI,,7019,S-10,simply_supported,10,2,V,kN,3s,first_end_support,1,294.741,1253,461.351,-1.42526e-10,24.2869,644.331,1.3966,13.676,0.0213,0.03842,True,True
ROSSIGALI,,7019,S-10,simply_supported,10,2,V,kN,3o,first_end_support,1,295.782,1303,461.351,-2.1746e-10,23.4374,634.061,1.3744,13.021,0.01699,0.03768,True,True
MG,intermediate,6470,S-20,simply_supported,20,2,M+,kN.m,2o,midspan,1,1955.843,2477,3151.089,-3.45264e-10,147.7641,4183.487,1.3276,8.157,0.0136,0.02733,True,True
MG,intermediate,6470,S-20,simply_supported,20,2,M+,kN.m,2s,midspan,1,1917.381,2046,3151.089,-1.84522e-10,139.5172,3994.027,1.2675,8.51,0.01922,0.03007,True,True
MG,intermediate,6470,S-20,simply_supported,20,2,M+,kN.m,3s,midspan,1,1916.111,2307,3524.091,-1.48813e-10,173.1747,4514.524,1.281,9.929,0.03125,0.02831,False,True
MG,intermediate,6470,S-20,simply_supported,20,2,M+,kN.m,3o,midspan,1,1930.959,2389,3173.395,-1.36645e-10,167.1221,4444.392,1.4005,9.272,0.02169,0.02782,True,True
MT,heavy,4232,S-20,simply_supported,20,2,M+,kN.m,2o,midspan,1,1955.843,4009,3206.414,-0.015241,161.0969,4187.09,1.3058,9.503,0.0107,0.02148,True,True
MT,heavy,4232,S-20,simply_supported,20,2,M+,kN.m,2s,midspan,1,1917.381,3587,3011.769,-1.69747e-10,147.5145,4195.882,1.3932,10.324,0.0108,0.02271,True,True
MT,heavy,4232,S-20,simply_supported,20,2,M+,kN.m,3s,midspan,1,1916.111,3820,3795.889,-1.04166e-10,176.7695,4657.609,1.227,11.572,0.01896,0.022,True,True
MT,heavy,4232,S-20,simply_supported,20,2,M+,kN.m,3o,midspan,1,1930.959,3962,3156.479,-1.55864e-10,173.2452,4624.121,1.465,11.055,0.02042,0.02161,True,True
PB,light,2635,S-20,simply_supported,20,2,M+,kN.m,2o,midspan,1,1955.843,200,3074.169,-1.10035e-10,144.3729,3769.05,1.226,4.962,0.03089,0.09617,True,True
PB,light,2635,S-20,simply_supported,20,2,M+,kN.m,2s,midspan,1,1917.381,200,2678.579,-0.00623896,136.9195,3571.335,1.3333,5.967,0.05583,0.09617,True,True
PB,light,2635,S-20,simply_supported,20,2,M+,kN.m,3s,midspan,1,1916.111,200,2678.579,-1.09115e-10,140.0658,3675.224,1.3721,6.299,0.03785,0.09617,True,True
PB,light,2635,S-20,simply_supported,20,2,M+,kN.m,3o,midspan,1,1930.959,200,2678.579,-6.1846e-10,138.5439,3670.958,1.3705,5.846,0.03935,0.09617,True,True
PR,intermediate,7699,S-20,simply_supported,20,2,M+,kN.m,2o,midspan,1,1955.843,3476,3174.789,-0.0149141,154.0318,4077.012,1.2842,8.297,0.00921,0.02307,True,True
PR,intermediate,7699,S-20,simply_supported,20,2,M+,kN.m,2s,midspan,1,1917.381,2571,3163.019,-1.84997e-10,147.3799,4144.723,1.3104,7.89,0.01176,0.02682,True,True
PR,intermediate,7699,S-20,simply_supported,20,2,M+,kN.m,3s,midspan,1,1916.111,3020,3415.932,-2.00722e-10,185.8181,4754.276,1.3918,9.611,0.02247,0.02475,True,True
PR,intermediate,7699,S-20,simply_supported,20,2,M+,kN.m,3o,midspan,1,1930.959,3335,3163.019,-0.00635014,184.035,4626.439,1.4627,9.464,0.01524,0.02355,True,True
RJ,light,6230,S-20,simply_supported,20,2,M+,kN.m,2o,midspan,1,1955.843,652,3016.416,-0.0149961,159.0402,3930.744,1.3031,5.67,0.02449,0.05326,True,True
RJ,light,6230,S-20,simply_supported,20,2,M+,kN.m,2s,midspan,1,1917.381,609,2978.18,-1.02507e-10,152.2291,3998.763,1.3427,6.64,0.03563,0.05511,True,True
RJ,light,6230,S-20,simply_supported,20,2,M+,kN.m,3s,midspan,1,1916.111,681,2978.18,-0.0133251,173.6086,4102.287,1.3774,7.755,0.03175,0.05212,True,True
RJ,light,6230,S-20,simply_supported,20,2,M+,kN.m,3o,midspan,1,1930.959,679,3318.412,-1.16121e-10,166.3888,4224.046,1.2729,6.959,0.03333,0.05219,True,True
SC,intermediate,8414,S-20,simply_supported,20,2,M+,kN.m,2o,midspan,1,1955.843,2823,3252.524,-2.68561e-10,148.0342,4206.915,1.2934,7.831,0.00906,0.0256,True,True
SC,intermediate,8414,S-20,simply_supported,20,2,M+,kN.m,2s,midspan,1,1917.381,2139,3004.828,-0.00315449,145.4776,4038.865,1.3441,7.705,0.01416,0.02941,True,True
SC,intermediate,8414,S-20,simply_supported,20,2,M+,kN.m,3s,midspan,1,1916.111,2551,3057.066,-5.46564e-10,180.2374,4638.619,1.5173,9.443,0.01256,0.02693,True,True
SC,intermediate,8414,S-20,simply_supported,20,2,M+,kN.m,3o,midspan,1,1930.959,2784,3432.976,-0.00924106,178.1375,4455.923,1.298,9.159,0.01277,0.02578,True,True
SP,light,7499,S-20,simply_supported,20,2,M+,kN.m,2o,midspan,1,1955.843,1414,3108.219,-1.53044e-10,151.3081,4152.089,1.3358,6.65,0.02407,0.03617,True,True
SP,light,7499,S-20,simply_supported,20,2,M+,kN.m,2s,midspan,1,1917.381,1190,3076.236,-1.46703e-10,145.094,3998.403,1.2998,7.223,0.03251,0.03942,True,True
SP,light,7499,S-20,simply_supported,20,2,M+,kN.m,3s,midspan,1,1916.111,1390,3414.82,-1.02283e-10,167.8776,4349.989,1.2739,8.662,0.03149,0.03648,True,True
SP,light,7499,S-20,simply_supported,20,2,M+,kN.m,3o,midspan,1,1930.959,1501,3580.108,-2.89083e-10,165.2354,4339.226,1.212,8.359,0.0268,0.0351,True,True
ROSSIGALI,,7019,S-20,simply_supported,20,2,M+,kN.m,2o,midspan,1,1955.843,644,2755.38,-1.81477e-10,122.8989,3643.07,1.3222,3.278,0.01896,0.05359,True,True
ROSSIGALI,,7019,S-20,simply_supported,20,2,M+,kN.m,2s,midspan,1,1917.381,494,2755.38,-1.35198e-10,119.6056,3527.68,1.2803,3.148,0.02683,0.06119,True,True
ROSSIGALI,,7019,S-20,simply_supported,20,2,M+,kN.m,3s,midspan,1,1916.111,577,2965.682,-3.92264e-10,157.4413,4060.259,1.3691,3.848,0.04382,0.05662,True,True
ROSSIGALI,,7019,S-20,simply_supported,20,2,M+,kN.m,3o,midspan,1,1930.959,616,2755.38,-1.12733e-10,148.8819,3968.276,1.4402,3.719,0.05994,0.0548,False,True
MG,intermediate,6470,S-20,simply_supported,20,2,V,kN,2o,first_end_support,1,455.656,2159,735.118,-1.14834e-10,33.9099,962.211,1.3089,2.664,0.02168,0.02927,True,True
MG,intermediate,6470,S-20,simply_supported,20,2,V,kN,2s,first_end_support,1,448.703,1918,735.118,-1.05931e-10,32.53,930.794,1.2662,2.83,0.02241,0.03105,True,True
MG,intermediate,6470,S-20,simply_supported,20,2,V,kN,3s,first_end_support,1,448.062,2137,786.935,-1.17238e-10,38.6762,1025.422,1.3031,3.202,0.03295,0.02942,False,True
MG,intermediate,6470,S-20,simply_supported,20,2,V,kN,3o,first_end_support,1,449.937,2265,735.118,-1.11382e-10,36.8017,1001.455,1.3623,3.184,0.02516,0.02858,True,True
MT,heavy,4232,S-20,simply_supported,20,2,V,kN,2o,first_end_support,1,455.656,3683,720.472,-7.93157e-10,35.3052,1001.911,1.3906,4.502,0.01005,0.02241,True,True
MT,heavy,4232,S-20,simply_supported,20,2,V,kN,2s,first_end_support,1,448.703,3283,715.562,-1.38263e-10,34.0982,972.362,1.3589,4.751,0.01421,0.02374,True,True
MT,heavy,4232,S-20,simply_supported,20,2,V,kN,3s,first_end_support,1,448.062,3534,800.504,-1.16149e-10,39.1483,1052.162,1.3144,5.118,0.02443,0.02288,False,True
MT,heavy,4232,S-20,simply_supported,20,2,V,kN,3o,first_end_support,1,449.937,3683,716.792,-1.17714e-10,38.776,1049.894,1.4647,5.055,0.01939,0.02241,True,True
PB,light,2635,S-20,simply_supported,20,2,V,kN,2o,first_end_support,1,455.656,200,707.403,-1.11265e-10,32.2015,860.08,1.2158,1.601,0.04215,0.09617,True,True
PB,light,2635,S-20,simply_supported,20,2,V,kN,2s,first_end_support,1,448.703,200,639.348,-2.82593e-10,30.1299,827.11,1.2937,1.895,0.04198,0.09617,True,True
PB,light,2635,S-20,simply_supported,20,2,V,kN,3s,first_end_support,1,448.062,200,639.348,-1.02901e-10,30.3382,829.086,1.2968,1.944,0.04792,0.09617,True,True
PB,light,2635,S-20,simply_supported,20,2,V,kN,3o,first_end_support,1,449.937,200,639.348,-3.15957e-09,31.2692,842.653,1.318,1.835,0.03862,0.09617,True,True
PR,intermediate,7699,S-20,simply_supported,20,2,V,kN,2o,first_end_support,1,455.656,2899,748.769,-1.64874e-10,34.928,987.714,1.3191,2.762,0.01306,0.02526,True,True
PR,intermediate,7699,S-20,simply_supported,20,2,V,kN,2s,first_end_support,1,448.703,2355,748.769,-4.01382e-10,34.3087,964.196,1.2877,2.699,0.01784,0.02802,True,True
PR,intermediate,7699,S-20,simply_supported,20,2,V,kN,3s,first_end_support,1,448.062,2769,748.769,-1.78605e-10,40.4689,1062.668,1.4192,3.226,0.01912,0.02585,True,True
PR,intermediate,7699,S-20,simply_supported,20,2,V,kN,3o,first_end_support,1,449.937,2990,748.769,-0.0120445,40.7049,1017.484,1.3589,3.25,0.01585,0.02487,True,True
RJ,light,6230,S-20,simply_supported,20,2,V,kN,2o,first_end_support,1,455.656,670,695.472,-1.15735e-10,35.4738,944.065,1.3574,1.578,0.03854,0.05254,True,True
RJ,light,6230,S-20,simply_supported,20,2,V,kN,2s,first_end_support,1,448.703,629,695.472,-3.38082e-10,35.8573,940.127,1.3518,1.77,0.03257,0.05423,True,True
RJ,light,6230,S-20,simply_supported,20,2,V,kN,3s,first_end_support,1,448.062,682,695.472,-1.04594e-10,38.7206,981.861,1.4118,1.962,0.0421,0.05208,True,True
RJ,light,6230,S-20,simply_supported,20,2,V,kN,3o,first_end_support,1,449.937,708,778.393,-4.16576e-10,37.9588,974.653,1.2521,1.912,0.02402,0.05111,True,True
SC,intermediate,8414,S-20,simply_supported,20,2,V,kN,2o,first_end_support,1,455.656,2468,697.342,-1.01589e-10,33.2547,956.872,1.3722,2.492,0.01287,0.02738,True,True
SC,intermediate,8414,S-20,simply_supported,20,2,V,kN,2s,first_end_support,1,448.703,2041,697.342,-1.08988e-10,33.1493,942.032,1.3509,2.489,0.01078,0.0301,True,True
SC,intermediate,8414,S-20,simply_supported,20,2,V,kN,3s,first_end_support,1,448.062,2388,707.227,-4.58543e-10,39.3013,1039.118,1.4693,2.959,0.01516,0.02783,True,True
SC,intermediate,8414,S-20,simply_supported,20,2,V,kN,3o,first_end_support,1,449.937,2558,770.997,-4.81938e-10,38.7022,1034.645,1.342,2.954,0.01675,0.02689,True,True
SP,light,7499,S-20,simply_supported,20,2,V,kN,2o,first_end_support,1,455.656,1306,702.152,-1.72881e-10,34.3949,952.167,1.3561,1.831,0.03334,0.03763,True,True
SP,light,7499,S-20,simply_supported,20,2,V,kN,2s,first_end_support,1,448.703,1176,721.225,-2.53898e-10,33.1653,923.986,1.2811,1.993,0.03504,0.03966,True,True
SP,light,7499,S-20,simply_supported,20,2,V,kN,3s,first_end_support,1,448.062,1322,763.508,-1.62425e-10,36.4674,974.935,1.2769,2.288,0.03513,0.0374,True,True
SP,light,7499,S-20,simply_supported,20,2,V,kN,3o,first_end_support,1,449.937,1434,879.506,-1.1603e-10,36.242,976.501,1.1103,2.311,0.03501,0.03591,True,True
ROSSIGALI,,7019,S-20,simply_supported,20,2,V,kN,2o,first_end_support,1,455.656,280,633.496,-1.94302e-10,24.5674,772.469,1.2194,0.559,0.03825,0.08128,True,True
ROSSIGALI,,7019,S-20,simply_supported,20,2,V,kN,2s,first_end_support,1,448.703,230,633.496,-0.010865,26.4943,762.973,1.2044,0.545,0.09335,0.08968,False,True
ROSSIGALI,,7019,S-20,simply_supported,20,2,V,kN,3s,first_end_support,1,448.062,298,645.927,-1.15184e-10,35.1837,903.971,1.3995,0.727,0.03973,0.07878,True,True
ROSSIGALI,,7019,S-20,simply_supported,20,2,V,kN,3o,first_end_support,1,449.937,330,633.496,-2.11384e-10,32.826,878.644,1.387,0.758,0.03647,0.07487,True,True
MG,intermediate,6470,S-30,simply_supported,30,2,M+,kN.m,2o,midspan,1,3944.677,2275,6754.009,-0.0080825,310.5892,8329.594,1.2333,4.401,0.01394,0.02851,True,True
MG,intermediate,6470,S-30,simply_supported,30,2,M+,kN.m,2s,midspan,1,3856.593,1938,6533.802,-2.69418e-10,289.9374,8156.448,1.2483,4.588,0.01479,0.03089,True,True
MG,intermediate,6470,S-30,simply_supported,30,2,M+,kN.m,3s,midspan,1,3840.182,2229,6848.096,-1.18618e-10,337.5827,8893.856,1.2987,5.517,0.02199,0.02881,True,True
MG,intermediate,6470,S-30,simply_supported,30,2,M+,kN.m,3o,midspan,1,3874.162,2363,6533.802,-1.41239e-10,324.6856,8753.72,1.3398,5.365,0.02124,0.02798,True,True
MT,heavy,4232,S-30,simply_supported,30,2,M+,kN.m,2o,midspan,1,3944.677,4678,6304.218,-0.044298,340.5026,7798.9,1.2371,7.305,0.01154,0.01988,True,True
MT,heavy,4232,S-30,simply_supported,30,2,M+,kN.m,2s,midspan,1,3856.593,4506,6304.218,-0.000966126,297.7666,8488.638,1.3465,8.404,0.01109,0.02026,True,True
MT,heavy,4232,S-30,simply_supported,30,2,M+,kN.m,3s,midspan,1,3840.182,4855,6540.881,-1.2266e-10,335.7931,9128.466,1.3956,9.522,0.01924,0.01952,True,True
MT,heavy,4232,S-30,simply_supported,30,2,M+,kN.m,3o,midspan,1,3874.162,5019,6732.395,-1.0091e-10,338.1897,9211.425,1.3682,9.16,0.01285,0.0192,True,True
PB,light,2635,S-30,simply_supported,30,2,M+,kN.m,2o,midspan,1,3944.677,200,6253.028,-1.04352e-10,291.0589,7600.142,1.2154,2.839,0.04149,0.09617,True,True
PB,light,2635,S-30,simply_supported,30,2,M+,kN.m,2s,midspan,1,3856.593,200,5174.687,-0.105831,311.6859,6022.146,1.1638,3.386,0.04188,0.09617,True,True
PB,light,2635,S-30,simply_supported,30,2,M+,kN.m,3s,midspan,1,3840.182,200,5174.687,-0.121998,322.7367,5914.037,1.1429,3.576,0.03555,0.09617,True,True
